id,title,ingredients,directions,link,source,NER
391421,Pasta Salad,"[""8 C cooked and drained rotini or twist trio pasta"", ""1 small onion, chopped"", ""1/2 celery, chopped (optional)"", ""1/2 bell pepper, chopped"", ""1 C ham, luncheon meat, or chicken, chopped"", ""1/2 C mild cheese, grated"", ""1/2 C mozzarella cheese, grated, (optional)"", ""1 small cucumber, chopped"", ""1 small tomato, chopped"", ""1/2 bottle Italian salad dressing (16 oz)"", ""Salt & pepper to taste"", ""Parmesan cheese to taste""]","[""Mix all ingredients in large bowl. Cover and chill for at least 4 hours. If dry, add more dressing before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=65918,Gathered,"[""rotini"", ""onion"", ""celery"", ""bell pepper"", ""ham"", ""mild cheese"", ""mozzarella cheese"", ""cucumber"", ""tomato"", ""Italian salad dressing"", ""Salt"", ""Parmesan cheese""]"
1141559,John'S Red Beans And Rice,"[""1 lb camellia red beans"", ""2 medium ham shanks"", ""4 stalks celery"", ""1 carrot"", ""1 green bell pepper"", ""2 red onions"", ""4 -5 andouille sausages (or a pack of pork sausage for milder spice)"", ""2 tablespoons soy sauce (or to taste)"", ""2 minced garlic cloves"", ""onion powder"", ""cajun seasoning (optional)""]","[""Either soak beans overnight according to package directions, or for a quick soak, cover beans with 2 inches of water and bring to a boil for 25 minutes. Turn off heat and let beans rest for 4 hours."", ""The key to good red beans and rice is the stock. To make stock, boil ham shanks with a carrot, one stalk of celery and half an onion until the meat falls off the bone. This will take about 11/2 hours. Remove the shanks, shred the meat off the bone and set aside."", ""You want about 8 cups of stock."", ""Add red beans to the ham stock and bring to a boil. Reduce beans to a gentle boil and cook for 11/2 hours until beans are almost tender. Be sure to check them after an hour. Bean cooking times can vary, and you don't want them to get mushy."", ""Chop remaining celery,onion and bell pepper."", ""Slice andouille sausage and saute until browned. Then, pour off most of the fat and cook the vegetables in the remaining fat for a few minutes. (The vegetables should still be crisp.)."", ""When beans are almost done, add the vegetables, shredded ham, sausage, soy sauce and garlic to them. Add onion powder to taste and if desired, Cajun seasoning. If you add Cajun seasoning, be careful not to add too much because some have a lot of salt."", ""Simmer 10 minutes more, or until beans are tender in the middle."", ""Before serving, remove several tablespoons of beans and mash them. Return to pot to thicken the sauce."", ""Serve over rice garnished with parsley and a slice of baguette.""]",www.food.com/recipe/john-s-red-beans-and-rice-524400,Gathered,"[""red beans"", ""ham shanks"", ""stalks celery"", ""carrot"", ""green bell pepper"", ""red onions"", ""sausages"", ""soy sauce"", ""garlic"", ""onion"", ""cajun seasoning""]"
588063,Hot Spiced Cider,"[""1 gal. apple cider"", ""2 tsp. whole allspice"", ""2 (3-inch) cinnamon sticks"", ""1/3 c. brown sugar""]","[""Bring to a boil, cover and simmer.""]",www.cookbooks.com/Recipe-Details.aspx?id=231358,Gathered,"[""apple cider"", ""whole allspice"", ""cinnamon sticks"", ""brown sugar""]"
1031175,Lemon & Pistachio Couscous,"[""500 g instant couscous"", ""300 ml boiling chicken or 300 ml vegetable stock"", ""65 g melted butter"", ""80 g raisins"", ""1 grated lemon, rind of"", ""50 g roasted sliced almonds"", ""80 g pistachio nuts"", ""salt & freshly ground black pepper""]","[""Place the couscous in a bowl and add the boiling stock."", ""Leave for 5 minutes until couscous has softened and liquid is absorbed."", ""Stir in melted butter, raisins, lemon rind and nuts."", ""Season to taste.""]",www.food.com/recipe/lemon-pistachio-couscous-51442,Gathered,"[""boiling chicken"", ""butter"", ""raisins"", ""lemon"", ""almonds"", ""pistachio nuts"", ""salt""]"
607023,Chocolate Chip Cookie Delight,"[""1 pkg. Chips Deluxe chocolate chip cookies"", ""1 (12 oz.) container Cool Whip"", ""1 bowl milk""]","[""Use a 9 x 13-inch dish."", ""Dip cookies in milk, one at a time, and hold for a few seconds."", ""Then place in dish."", ""Spread Cool Whip across layer of cookies."", ""Repeat these steps again to form a second layer."", ""Refrigerate before serving."", ""May garnish with additional chocolate chips.""]",www.cookbooks.com/Recipe-Details.aspx?id=166040,Gathered,"[""chocolate chip cookies"", ""milk""]"
1407185,Pan Roasted Branzino With Avgolemono Sauce,"[""Branzino"", ""1 Whole Branzino (1.5-2lbs), gutted and scalled"", ""2 tablespoons olive oil"", ""2 Lemons, zest only (juice reserved for the sauce)"", ""1 tablespoon chopped dill"", ""1 tablespoon chopped parsley"", ""1.5 teaspoons kosher salt"", ""pepper"", ""Avgolemono Sauce"", ""1 egg"", ""2-3 tablespoons lemon (I use 3 but if you prefer a more mellow lemon flavor, go with 2)"", ""1.5 tablespoons flour"", ""1/2 cup Chicken Broth"", ""1 teaspoon chopped dill"", ""1 teaspoon chopped parsley"", ""salt""]","[""Place the fish in a non-reactive dish."", ""Mix the olive oil, zest, dill, and parsley and smear it all over the fish - both the outside and inside. Thoroughly sprinkle the inside and outside with the salt and pepper. Cover and set aside in the refrigerator for at least an hour and up to 8 hours. Remove from refrigerator at least 30 minutes before cooking."", ""Preheat the oven to 450 degrees."", ""Heat a large non-stick skillet over high heat until very hot. Add the fish and sear on each side about 3 minutes until golden and crunchy. [Note - really make sure you let the fish sit without moving it for about 3 minutes to ensure a crunchy crust. The skin is addictive - if you could make bacon with fish, this would be it!]"", ""Transfer the skillet to the oven for approximately 10 minutes until fish is cooked through."", ""Serve, keeping the skin side up so it doesn't get soggy. Drizzle with the sauce."", ""Whisk the egg and then whisk in the lemon juice."", ""Mix the flour and about 1.5 TB of the chicken broth in a small bowl to create a slurry. Add to the egg and lemon mixture."", ""Heat the remaining broth and slowly whisk into the egg and lemon mixture. Make sure you go slow as you don't want to cook the eggs."", ""Transfer the mixture to a small saucepan and heat over medium low heat, whisking, to thicken the sauce about 5-10 minutes. Keep it at a stage where it is just barely at a simmer but continue to slowly whisk. It should thicken up nicely."", ""Remove from heat and add the dill and parsley. Season to taste with salt.""]",food52.com/recipes/2506-pan-roasted-branzino-with-avgolemono-sauce,Gathered,"[""Branzino"", ""Branzino"", ""olive oil"", ""Lemons"", ""dill"", ""parsley"", ""kosher salt"", ""pepper"", ""Avgolemono Sauce"", ""egg"", ""lemon"", ""flour"", ""Chicken Broth"", ""dill"", ""parsley"", ""salt""]"
1862050,Buckwheat Bacon Pancakes,"[""12 cup buckwheat flour"", ""12 cup all-purpose flour"", ""1 teaspoon sugar"", ""1 teaspoon baking powder"", ""12 teaspoon baking soda"", ""14 teaspoon salt"", ""1 large egg, lightly beaten"", ""1 14 cups buttermilk"", ""2 12 tablespoons vegetable oil"", ""14 lb Canadian bacon, cut into 1/8-inch pieces""]","[""Stir together flours, sugar, baking powder, baking soda, and salt."", ""Add egg, buttermilk, and 2 tablespoons oil and stir just until blended."", ""Stir in bacon."", ""Heat a griddle or large heavy skillet over moderate heat until hot, then lightly brush with remaining 1/2 tablespoon oil."", ""Use @ 1/4 cup batter per pancake, pour batter onto griddle and cook, turning over once, until golden.""]",www.food.com/recipe/buckwheat-bacon-pancakes-318946,Recipes1M,"[""flour"", ""flour"", ""sugar"", ""baking powder"", ""baking soda"", ""salt"", ""egg"", ""buttermilk"", ""vegetable oil"", ""bacon""]"
2013542,Scrumptious and Nutritious Banana Chocolate Chip Muffins,"[""2 cups white wheat flour"", ""1 cup quick-cooking oats"", ""34 cup brown sugar"", ""12 cup white sugar"", ""1 teaspoon baking soda"", ""1 teaspoon baking powder"", ""1 teaspoon salt"", ""2 large eggs, using egg whites only"", ""13 cup sugar free applesauce"", ""1 cup skim milk or 1 cup almond milk"", ""1 teaspoon vanilla extract"", ""2 ripe bananas, mashed"", ""12 bag mini semi dark chocolate chips"", ""12 cup walnuts (optional) or 12 cup almonds (optional)""]","[""Preheat oven to 375."", ""Prepare muffin tins with paper liners or grease with non stick spray."", ""In a medium bowl mix together dry ingredients."", ""This includes flour, oats, sugars, baking soda, baking powder, chocolate, nuts, and salt until well blended."", ""In a separate larger bowl blend applesauce, eggs, milk, and vanilla with a whisk."", ""Add in bananas and stir until an even texture is achieved."", ""Mix dry ingredients in with wet mixture just until moistened."", ""I like to fold the mixture together."", ""Fill mini or regular sized muffin tins just over half full."", ""Bake for 14 to 18 minutes until toothpick comes out clean."", ""Enjoy!""]",www.food.com/recipe/scrumptious-and-nutritious-banana-chocolate-chip-muffins-476819,Recipes1M,"[""white wheat flour"", ""oats"", ""brown sugar"", ""white sugar"", ""baking soda"", ""baking powder"", ""salt"", ""eggs"", ""sugar"", ""milk"", ""vanilla"", ""bananas"", ""chocolate chips"", ""walnuts""]"
634412,Mom'S Tomato Pudding,"[""8 tomatoes"", ""4 slices bread"", ""1 1/2 c. sugar"", ""3/4 to 1 stick margarine"", ""1/2 tsp. lemon flavoring"", ""salt and pepper to taste""]","[""Pour hot"", ""water over tomatoes, then drop in cold water. Peel tomatoes"", ""and"", ""stew."", ""Add bread crumbs."", ""Add sugar, salt, pepper, margarine and lemon flavoring.""]",www.cookbooks.com/Recipe-Details.aspx?id=630523,Gathered,"[""tomatoes"", ""bread"", ""sugar"", ""margarine"", ""lemon flavoring"", ""salt""]"
2124889,Octopus Parsley,"[""2 legs Boiled octopus"", ""1 Parsley"", ""1 clove Garlic"", ""2 tbsp Olive oil"", ""1 Salt, pepper, black pepper""]","[""Thinly cut the octopus along the shape of it's leg."", ""Finely chop parsley and garlic."", ""Drizzle olive oil in a circular motion and adjust the taste with salt and pepper."", ""Lastly, season with a shake of black pepper.""]",cookpad.com/us/recipes/148173-octopus-parsley,Recipes1M,"[""octopus"", ""Parsley"", ""clove Garlic"", ""Olive oil"", ""Salt""]"
2110436,Caramel Cornmeal Pudding,"[""4 Z cups milk"", ""1/2 cup yellow cornmeal"", ""1 cup sugar"", ""1/4 cup water"", ""2 tablespoons sweet butter"", ""2 tablespoons cognac"", ""2 eggs, lightly beaten"", ""1 cup finely chopped pecans"", ""Pinch of salt"", ""Pinch of nutmeg"", ""Softly whipped cream of vanilla ice cream""]","[""Scald four cups of milk in a deep three- or four-quart saucepan."", ""Gradually add the cornmeal, stirring constantly."", ""Continue cooking five to 10 minutes until the mixture has thickened somewhat."", ""While the cornmeal and milk are cooking dissolve the sugar in the water in a heavy saucepan, preferably nonstick, and cook over medium-high heat until the mixture turns a rich amber color."", ""Very slowly stir the hot caramel into the hot cornmeal mixture."", ""Continue cooking until the caramel is evenly dissolved in the cornmeal."", ""Remove from heat and add the butter, eggs, cognac, pecans, salt and nutmeg."", ""Now preheat the oven to 325 degrees."", ""Butter an eight-cup casserole dish."", ""Pour the cornmeal mixture into the dish, place in the oven and bake 30 minutes."", ""Stir in the remaining milk and bake one hour and 15 minutes to one-and-a-half hours longer."", ""Serve warm or chilled with whipped cream or ice cream.""]",cooking.nytimes.com/recipes/1220,Recipes1M,"[""Z"", ""yellow cornmeal"", ""sugar"", ""water"", ""sweet butter"", ""cognac"", ""eggs"", ""pecans"", ""salt"", ""nutmeg"", ""cream of vanilla ice cream""]"
1918666,Chicken With White Wine & Garlic,"[""6 boneless skinless chicken breasts"", ""1 12 liters dry white wine"", ""2 tablespoons dried parsley"", ""2 tablespoons dry basil"", ""2 tablespoons dry oregano"", ""12 cup olive oil"", ""1 fresh lemon"", ""14 cup butter"", ""2 heads fresh garlic, finely minced"", ""salt""]","[""Remove all fat from chicken, wash and lay out on flat surface."", ""Combine parsley, basil and oregano; sprinkle on one side of chicken."", ""Heat enough olive oil in skillet to cover bottom; carefully place seasoned side of chicken down in hot oil; season top side; cook until golden brown but not thoroughly cooked; do not cover during browning; remove to a pot large enough to hold all remaining ingredients."", ""Add butter to skillet with oil from chicken; when hot, add garlic and saute until cooked but not brown; add 1 c wine; stir and carefully pour into pot with chicken breasts."", ""Add remaining wine from bottle, lemon juice from fresh lemon and remaining parsley, oregano and basil; salt to taste; cover and simmer until chicken is cooked thoroughly.""]",www.food.com/recipe/chicken-with-white-wine-garlic-77958,Recipes1M,"[""chicken breasts"", ""liters"", ""parsley"", ""basil"", ""oregano"", ""olive oil"", ""lemon"", ""butter"", ""garlic"", ""salt""]"
1678330,VEGEMITE Filo Fingers,"[""2 tablespoons oil"", ""6 spring onions, finely chopped"", ""600g potatoes, peeled, grated and drained"", ""2 cloves garlic, crushed"", ""1/4 cup chopped parsley"", ""1 tablespoon VEGEMITE"", ""finely grated rind of 1 lemon Safeway 4 ct For $5.00 thru 02/09"", ""1 1/2 cups KRAFT Tasty Cheese"", ""10 sheets filo pastry"", ""tomato chutney, to serve""]","[""HEAT the oil in a non stick frypan and cook the onions for 2 minutes."", ""Add the potato and garlic and gently cook for 15 minutes or until the potato is tender."", ""Stir in the parsley, VEGEMITE, rind and 1 cup of grated cheese."", ""Set aside to cool."", ""FOLD a sheet of filo in half crossways."", ""Place 2 tablespoons of filling on the short edge of the pastry."", ""Fold the end of the pastry over the filling, fold in the sides and roll up to enclose."", ""Place on a baking tray."", ""Repeat with the remaining pastry and filling."", ""SPRINKLE the remaining cheese over the pastries then bake in a hot oven 200 degrees C for 15-20 minutes or until golden brown."", ""Serve warm or cold with tomato chutney.""]",www.kraftrecipes.com/recipes/vegemite-filo-fingers-125831.aspx,Recipes1M,"[""oil"", ""spring onions"", ""potatoes"", ""garlic"", ""parsley"", ""VEGEMITE"", ""lemon"", ""Tasty Cheese"", ""pastry"", ""tomato chutney""]"
1470584,"Raspberry, Sumac, And Almond Snack Cake","[""Baking spray"", ""1 cup almond flour, spooned and leveled"", ""12 tablespoons (1 1/2 sticks) unsalted butter, softened"", ""3/4 cup packed light brown sugar"", ""2 large eggs"", ""1 teaspoon vanilla extract"", ""1/4 teaspoon almond extract"", ""1 cup all-purpose flour, spooned and leveled"", ""1 teaspoon baking powder"", ""1/4 teaspoon baking soda"", ""1 tablespoon ground sumac"", ""1 teaspoon kosher salt"", ""1/2 cup plain, whole-milk yogurt"", ""1 1/2 cups fresh raspberries, divided"", ""1/4 cup sliced almonds"", ""3 tablespoons turbinado sugar""]","[""Preheat oven to 350\u00b0. Coat a (8- or 9-inch) round springform pan with baking spray; set aside."", ""Spread the almond flour in an even layer on a rimmed baking sheet. Bake at 350\u00b0 until fragrant, 4-6 minutes, stirring after 3 minutes. Cool almond flour completely on pan."", ""In a large mixing bowl, beat the butter and light brown sugar with an electric mixer at medium speed until light and fluffy, 4 to 5 minutes. Beat in the eggs, one at a time, mixing at medium speed just until the yolk disappears into the batter. Add the vanilla and almond extracts."", ""In a medium mixing bowl, whisk together the cooled almond flour, all-purpose flour, baking powder, baking soda, sumac, and salt. Add half of the flour mixture to the batter, mixing at low speed until just combined. Mix in the yogurt, followed by the remaining half of the flour mixture. Fold in 1 cup of raspberries by hand with a rubber spatula."", ""Transfer the batter into prepared pan and smooth into an even layer using a rubber spatula. Sprinkle the sliced almonds in an even layer over the batter; sprinkle turbinado sugar evenly over the almonds. Bake at 350\u00b0 for 32 to 35 minutes, or until a wooden skewer inserted in the center of the cake comes out clean."", ""Cool the cake in the pan for 10 to 15 minutes before running a knife around the edge of the pan and releasing the sides. Garnish the cake with remaining 1/2 cup of raspberries."", ""You can use blanched or unblanched almond flour for this recipe.""]",www.myrecipes.com/recipe/raspberry-sumac-almond-snack-cake,Gathered,"[""Baking spray"", ""almond flour"", ""unsalted butter"", ""brown sugar"", ""eggs"", ""vanilla"", ""almond extract"", ""flour"", ""baking powder"", ""baking soda"", ""ground sumac"", ""kosher salt"", ""milk"", ""fresh raspberries"", ""almonds"", ""turbinado sugar""]"
1801810,Double-Glazed Chocolate Carrot Cake,"[""2 cups all-purpose flour"", ""1 cup granulated sugar"", ""2/3 cup unsweetened cocoa powder"", ""1 tbsp. orange peel, grated"", ""2 tsp. baking soda"", ""1-1/2 tsp. ground cinnamon"", ""1/2 tsp. nutmeg, freshly grated"", ""1-1/3 cup vegetable oil"", ""4 eggs"", ""1/2 cup orange juice"", ""2 carrots, shredded"", ""1 cup raisins"", ""1 cup walnuts, chopped"", ""3 oz. cream cheese"", ""1/4 cup powdered sugar"", ""3 to 4 tbsp. milk"", ""1/2 tsp. vanilla extract"", ""2 tbsp. unsweetened cocoa powder""]","[""Heat oven to 350F; grease 10-cup fluted tube pan, preferably Teflon coated."", ""In large bowl combine flour, sugar, cocoa powder, orange peel, baking soda, cinnamon, nutmeg, oil, eggs, and orange juice; with electric mixer at low speed, beat just until blended."", ""Increase speed to medium; beat 2 minutes until blended and smooth."", ""Stir in carrots, raisins, and chopped walnuts."", ""Pour batter into prepared pan."", ""Bake 45-50 minutes until wooden pick inserted in center comes out clean."", ""Cool cake in pan on wire rack 15 minutes; remove from pan to rack to cool completely."", ""Meanwhile, in medium size bowl mix at medium speed, beat cream cheese, powdered sugar, 2 tablespoons milk and vanilla until blended and smooth; remove 1 tablespoon to small bowl."", ""To mixture in medium bowl, add cocoa powder and remaining 1-2 tablespoons milk; beat until smooth and of proper consistency for glazing."", ""Spoon chocolate glaze over top of cooled cake so glaze drips randomly down sides; drizzle plain glaze over chocolate to serve.""]",www.foodgeeks.com/recipes/2201,Recipes1M,"[""flour"", ""sugar"", ""cocoa powder"", ""orange peel"", ""baking soda"", ""ground cinnamon"", ""nutmeg"", ""vegetable oil"", ""eggs"", ""orange juice"", ""carrots"", ""raisins"", ""walnuts"", ""cream cheese"", ""powdered sugar"", ""milk"", ""vanilla extract"", ""cocoa""]"
863292,Meat Marinade,"[""1 Tbsp. cooking oil"", ""2 Tbsp. lemon juice"", ""2 cloves garlic, minced or chopped"", ""4 Tbsp. soy sauce"", ""1 Tbsp. brown sugar"", ""1 tsp. basil leaves"", ""dash of pepper""]","[""This is a favorite marinade for grilled chicken."", ""May also be used to marinate beef sirloin cubes for shish kabob.""]",www.cookbooks.com/Recipe-Details.aspx?id=233030,Gathered,"[""cooking oil"", ""lemon juice"", ""garlic"", ""soy sauce"", ""brown sugar"", ""basil"", ""pepper""]"
336786,Johnny Marzetti,"[""1 jar Ragu spaghetti sauce"", ""1 can golden mushroom soup"", ""1 can tomato soup"", ""1 1/4 to 1 1/2 lb. ground beef"", ""onion"", ""1 small pkg. egg noodles"", ""1 pkg. shredded Cheddar cheese""]","[""Brown ground beef and onion together."", ""Boil noodles."", ""Mix sauces together."", ""Put ground beef in large baking dish after draining it."", ""Mix in noodles, then sauces."", ""Bake for 50 minutes at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=144677,Gathered,"[""spaghetti sauce"", ""golden mushroom soup"", ""tomato soup"", ""ground beef"", ""onion"", ""egg noodles"", ""Cheddar cheese""]"
103438,Easy Mexican Lasagna,"[""shredded lettuce"", ""nonfat sour cream"", ""mild chunky salsa""]","[""Cook first 6 ingredients in saucepan over medium heat 10 minutes or until heated. Stir together chicken and mushroom soups and enchilada sauce in a saucepan; cook, stirring often, 10 minutes. Spoon 1/3 of sauce into a 13 x 9-inch baking dish coated with cooking spray topped with 3 tortillas. Spoon half of chicken mixture and 1/3 sauce over tortillas. Sprinkle with half Cheddar cheese. Top with 3 tortillas; spoon half of chicken mixture and 1/3 sauce over tortillas. Sprinkle with half of Cheddar cheese. Top with 3 tortillas. Repeat layers once with sauce, Cheddar cheese and tortillas, ending with Monterey Jack cheese. Bake at 350\u00b0 for 30 or 40 minutes, until bubbly. Serve with toppings.""]",www.cookbooks.com/Recipe-Details.aspx?id=53933,Gathered,"[""shredded lettuce"", ""nonfat sour cream"", ""chunky salsa""]"
2031459,Jasmeen's Jazzi Ribs,"[""6 12 lbs pork spareribs (baby back ribs preferred)"", ""1 onion, coarsely chopped"", ""2 garlic cloves, sliced"", ""12 cup cider vinegar"", ""12 black peppercorns"", ""1 teaspoon salt"", ""1 medium onion, finely chopped"", ""2 garlic cloves, minced"", ""12 cup green bell pepper, finely chopped"", ""1 tablespoon vegetable oil"", ""1 (24 ounce) bottle ketchup"", ""12 cup brown sugar, firmly packed"", ""12 cup honey"", ""3 tablespoons mustard (your choice, stone ground, dijon, etc.)"", ""12 cup water""]","[""For the Ribs:."", ""Remove the membrane from the back of the ribs."", ""Cut the ribs into serving size pieces (4-5 ribs per person)."", ""Place the ribs in a large Dutch oven; add water to cover."", ""Add onion, garlic, vinegar, peppercorns, and salt."", ""Bring to a boil; cover; reduce heat, and simmer for 1 hour."", ""Drain well."", ""Grill the ribs over low coals (275 to 300 degrees) for 15 minutes, turning after 8 minutes."", ""Baste the ribs with the barbecue sauce, and grill 8 minutes."", ""Turn the ribs, and baste the other side with the sauce."", ""Grill an additional 7 minutes or to the desired degree of doneness."", ""For the Sauce:"", ""Saute the onion and green pepper in oil in a large saucepan."", ""After 2 minutes, add the garlic."", ""Once the onions and peppers are tender, add the ketchup, brown sugar, honey, and mustard; bring the mixture to a boil."", ""Stir in water; reduce heat, and simmer, uncovered, for 15 minutes.""]",www.food.com/recipe/jasmeens-jazzi-ribs-507759,Recipes1M,"[""pork spareribs"", ""onion"", ""garlic"", ""cider vinegar"", ""black"", ""salt"", ""onion"", ""garlic"", ""green bell pepper"", ""vegetable oil"", ""ketchup"", ""brown sugar"", ""honey"", ""your choice"", ""water""]"
1390011,Buttery Braised Belgian Endive,"[""4 Belgian endive"", ""3 tablespoons unsalted butter"", ""3/4 cup heavy whipping cream"", ""1 garlic clove, thinly sliced"", ""2 rosemary sprigs"", ""Sea salt and black pepper, to season"", ""2 teaspoons lemon juice""]","[""Preheat the oven to 400 \u00b0F."", ""Trim the ends of the endive and remove any discolored outer leaves. Cut in half lengthwise, and season the cut side of the endive lightly with sea salt."", ""Melt the butter in a large cast-iron skillet over medium heat. Add the endive, cut side down, and cook until golden, 2 to 5 minutes. Place the endive, browned sides up, in a large, shallow baking dish. Add the cream, garlic, and rosemary sprigs to the dish. Season lightly with sea salt and freshly cracked black pepper. Cover tightly with foil and bake for 20 minutes, or until the endive are tender. Drizzle with the lemon juice and serve.""]",food52.com/recipes/40515-buttery-braised-belgian-endive,Gathered,"[""endive"", ""unsalted butter"", ""heavy whipping cream"", ""garlic"", ""rosemary sprigs"", ""salt"", ""lemon juice""]"
40903,Potato Soup Hash,"[""medium roast"", ""large onion"", ""5 lb. potatoes"", ""1/2 stalk celery"", ""3 cans cream of mushroom soup"", ""1 can cream of celery soup"", ""salt and pepper to taste""]","[""In a large soup pot, cook roast."", ""When done, remove roast and add diced onion, celery and cubed potatoes to broth."", ""When potatoes are almost done, add soups."", ""In the meantime, shred up roast and add to pot."", ""Simmer for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=766178,Gathered,"[""roast"", ""onion"", ""potatoes"", ""celery"", ""cream of mushroom soup"", ""cream of celery soup"", ""salt""]"
1864493,Grilled Cheddar-Turkey Sandwich,"[""4 slices whole wheat bread"", ""2 KRAFT 2% Milk Sharp Cheddar Singles Target 2 For $5.00 thru 02/06"", ""12 slices OSCAR MAYER Deli Fresh Smoked Turkey Breast"", ""2 tsp. margarine or butter, softened""]","[""Fill bread slices with 2% Milk Singles and turkey to make 2 sandwiches."", ""Spread outsides of sandwiches with margarine."", ""Cook in skillet on medium heat 3 min."", ""on each side or until golden brown on both sides.""]",www.kraftrecipes.com/recipes/grilled-cheddar-turkey-sandwich-56779.aspx,Recipes1M,"[""whole wheat bread"", ""Milk"", ""Turkey Breast"", ""margarine""]"
1984419,Cheddar and Brussels Sprouts Salad,"[""1 lb. (450 g) Brussels sprouts, trimmed"", ""50 g Cracker Barrel Medium Cheddar Cheese, thinly sliced"", ""2 cups loosely packed frisee"", ""1 Bosc pear, thinly sliced"", ""1/4 cup chopped toasted hazelnuts"", ""1/4 cup Kraft Ranch with Bacon""]","[""Cook Brussels sprouts in large saucepan of boiling water 5 min."", ""or until crisp-tender; drain."", ""Rinse with cold water; drain well."", ""Cut cheese slices diagonally in half; cut Brussels sprouts into quarters."", ""Cover platter with frisee; top with cheese, Brussels sprouts and pears."", ""Sprinkle with nuts."", ""Drizzle with dressing just before serving.""]",www.kraftrecipes.com/recipes/cheddar-brussels-sprouts-salad-182667.aspx,Recipes1M,"[""Brussels"", ""Cheddar Cheese"", ""frisee"", ""pear"", ""hazelnuts"", ""Bacon""]"
1629947,Caramel Apple Slab Pie,"[""1 gluten-free pasta portion of, frolla or a rolled out pre baked crust of your choice"", ""6 cooking apples medium, peeled and sliced thin, Cortland & McIntosh are terrific"", ""2 teaspoons spice Russian Mulling"", ""1 tablespoon apple cider vinegar"", ""1 cup brown sugar packed"", ""1/8 cup butter Earth Balance, soy"", ""sweetened whipped cream or ice cream, optional""]","[""Heat oven to 350\u00b0F."", ""Toss apples with brown sugar and Russian Mulling Spice."", ""Blend in chunks of butter."", ""Roll out crust onto a parchment lined baking sheet."", ""Lay apple mixture onto dough."", ""Fold edges over the sides of apple chunks."", ""Bake 50 to 60 minutes or the crust is golden brown to your liking."", ""Serve warm with whipped cream or ice cream (if desired).""]",www.yummly.com/recipe/Caramel-Apple-Slab-Pie-1649202,Gathered,"[""pasta portion"", ""apples"", ""apple cider vinegar"", ""brown sugar"", ""butter"", ""whipped cream""]"
39467,Velvet Angel Pie,"[""3 egg whites"", ""1/4 tsp. cream of tartar"", ""1/8 tsp. salt"", ""3/4 c. sugar, sifted"", ""1 tsp. vanilla"", ""1/2 c. finely chopped nuts"", ""4 sq. (1 oz. each) semi-sweet chocolate"", ""1 tsp. vanilla"", ""1/4 c. strong coffee"", ""1/2 pt. whipping cream, whipped""]","[""Melt chocolate with the coffee in saucepan over low heat until blended; cool."", ""Stir in vanilla, then fold into whipped cream. Fill meringue shell."", ""Refrigerate overnight or approximately 12 hours."", ""Garnish with additional whipped cream, shaved chocolate and pecan halves.""]",www.cookbooks.com/Recipe-Details.aspx?id=606233,Gathered,"[""egg whites"", ""cream of tartar"", ""salt"", ""sugar"", ""vanilla"", ""nuts"", ""semi-sweet chocolate"", ""vanilla"", ""coffee"", ""whipping cream""]"
1604536,Steak Wine Marinade,"[""1/4 cup vegetable oil"", ""1/2 cup Robert Mondavi Private Selection Heritage Red"", ""1 tbsp lemon juice"", ""1 tbsp balsamic vinegar"", ""1/4 tsp oregano"", ""1/4 tsp ground cumin"", ""1 clove garlic, minced"", ""1 tsp sugar"", ""1/4 tsp salt"", ""1/4 tsp pepper""]","[""In a heavy-duty plastic food bag, mix all ingredients well."", ""Place steak in marinade and seal bag tightly."", ""Place in refrigerator for at least 4 hours, inverting bag every hour."", ""Marinade can be used to baste steak while grilling.""]",www.yummly.com/recipe/Steak-Wine-Marinade-1181922,Gathered,"[""vegetable oil"", ""Robert Mondavi Private Selection"", ""lemon juice"", ""balsamic vinegar"", ""oregano"", ""ground cumin"", ""clove garlic"", ""sugar"", ""salt"", ""pepper""]"
1912204,Anchors Aweigh Deviled Crab,"[""2 tbsp (30 ml) butter, divided"", ""2 tbsp (30 ml) chopped onion"", ""2 tbsp (30 ml) mayonnaise"", ""2 eggs, beaten"", ""1/2 cup (125 ml) bread crumbs, divided"", ""1/2 tsp (2 ml) dry mustard"", ""1 tsp (5 ml) lemon juice"", ""1 tsp (5 ml) Worcestershire sauce"", ""1/8 tsp (1 ml) red pepper"", ""1 lb (.5 kg). crabmeat, shell and cartilage removed"", ""paprika""]","[""Preheat oven to 450 degrees (225 C.)."", ""Saute onion in 1 tbsp (15 ml) butter."", ""Remove from heat."", ""Combine onion, mayonnaise, eggs, and 1/3 cup (80 ml) of the bread crumbs, mustard, lemon juice, Worcestershire sauce and red pepper."", ""Add crabmeat and stir until just blended."", ""Place crab mixture in cleaned crab shells or individual ramekins."", ""Sprinkle with bread crumbs and paprika."", ""Dot with butter."", ""Bake for 10 to 12 minutes until lightly browned."", ""Serve immediately.""]",online-cookbook.com/goto/cook/rpage/0003D1,Recipes1M,"[""butter"", ""onion"", ""mayonnaise"", ""eggs"", ""bread crumbs"", ""mustard"", ""lemon juice"", ""Worcestershire sauce"", ""red pepper"", ""crabmeat"", ""paprika""]"
